SN,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,TEMP,SIG305,SIG312,SIG320,SIG936,SIG1020,R305_312,R312_320,STD305_312,STD312_320,OZ305_312,OZ312_320,OZONE,WATER,AOT1020,ID,
8442,3/29/2006,14:10:22,40.1,-75.152,75,1016,53.81,17.5,38.87,175.16,178.28,480.25,922.8,0.2219,0.9825,0.005,0.003,417.1,424.4,412.8,0.69,0.083,0,
8442,3/29/2006,14:10:33,40.1,-75.152,75,1016,53.78,17.5,39.23,175.71,179.13,481.62,929.76,0.2233,0.9809,0.006,0.004,416.2,425.6,410.6,0.7,0.079,0,
8442,3/29/2006,14:10:43,40.1,-75.152,75,1016,53.75,17.5,39.53,176.8,180.05,484.56,929.55,0.2236,0.9819,0.004,0.003,416.2,425.4,410.7,0.69,0.079,0,
8442,3/29/2006,14:10:54,40.1,-75.152,75,1016,53.72,17.5,39.58,177.32,180.37,485.19,934.46,0.2232,0.9831,0.002,0.001,416.9,425.1,412,0.7,0.076,0,
8442,3/29/2006,14:11:05,40.1,-75.152,75,1016,53.69,17.5,39.65,176.95,180.44,483.16,928.75,0.2241,0.9807,0.002,0.003,416.4,426.8,410.2,0.69,0.08,0,
8442,3/29/2006,14:11:15,40.1,-75.152,75,1016,53.67,17.6,39.57,177.32,180,484.18,933.24,0.2232,0.9851,0.008,0.004,417.5,424.6,413.3,0.7,0.077,0,
8442,3/29/2006,15:20:52,40.1,-75.152,75,1016,43.56,12.4,121.22,359.38,308.2,568.18,944.62,0.3373,1.1661,0.003,0.003,414,424,408,0.63,0.087,0,
8442,3/29/2006,15:21:02,40.1,-75.152,75,1016,43.54,12.5,120.82,360.85,309.02,570.68,948.57,0.3348,1.1677,0.007,0.003,416,423.3,411.6,0.63,0.084,0,
8442,3/29/2006,15:21:13,40.1,-75.152,75,1016,43.52,12.6,121.36,361.44,309.78,569.66,946.1,0.3358,1.1668,0.002,0.002,415.4,424,410.3,0.63,0.086,0,
8442,3/29/2006,15:21:23,40.1,-75.152,75,1016,43.5,12.6,120.99,361.39,308.94,563.93,934.68,0.3348,1.1698,0.008,0.001,416.3,422.4,412.7,0.62,0.095,0,
8442,3/29/2006,15:21:34,40.1,-75.152,75,1017,43.48,12.7,121.1,361.51,309.65,567.96,944.71,0.335,1.1675,0.005,0.004,416.3,423.9,411.8,0.63,0.087,0,
8442,3/29/2006,15:21:44,40.1,-75.152,75,1016,43.46,12.7,120.69,361.94,308.78,565.95,940.26,0.3334,1.1722,0.004,0.002,417.6,421.4,415.4,0.62,0.091,0,
8442,3/29/2006,18:08:39,40.1,-75.152,75,1017,39.27,11.7,154.25,384.51,308.55,609.01,930.02,0.4012,1.2462,0.005,0.002,398.2,411,390.6,0.54,0.106,0,
8442,3/29/2006,18:08:50,40.1,-75.152,75,1017,39.29,11.8,154.13,385.91,308.48,608.14,932.56,0.3994,1.251,0.008,0.003,399.3,408.2,394,0.54,0.104,0,
8442,3/29/2006,18:09:00,40.1,-75.152,75,1017,39.3,11.9,154.91,386.91,309.45,608.2,932.92,0.4004,1.2503,0.004,0.001,398.6,408.5,392.7,0.54,0.103,0,
8442,3/29/2006,18:09:12,40.1,-75.152,75,1017,39.32,11.9,154.37,388.35,310.52,608.75,928.46,0.3975,1.2506,0.006,0.004,400.4,408.2,395.7,0.53,0.107,0,
8442,3/29/2006,18:09:22,40.1,-75.152,75,1017,39.33,12,155.09,388.47,311.21,609.25,931.56,0.3992,1.2483,0.005,0.006,399.1,409.4,393,0.54,0.104,0,
8442,3/29/2006,18:09:33,40.1,-75.152,75,1017,39.35,12.1,155.67,390.12,312.83,610.54,935.4,0.399,1.2471,0.003,0.003,399.2,410,392.7,0.54,0.101,0,
8442,3/29/2006,19:55:48,40.1,-75.152,75,1016,53.02,12.3,47.61,187.78,182.32,540.89,905.54,0.2536,1.0299,0.004,0.002,397.9,407.7,392.1,0.52,0.096,0,
8442,3/29/2006,19:55:59,40.1,-75.152,75,1015,53.05,12.3,47.43,186.72,182.06,542.36,911.01,0.254,1.0256,0.007,0.005,397.2,409.7,389.8,0.52,0.093,0,
8442,3/29/2006,19:56:09,40.1,-75.152,75,1015,53.07,12.4,47.13,187.25,181.93,541.31,907.88,0.2517,1.0292,0.004,0.003,398.9,407.5,393.7,0.52,0.095,0,
8442,3/29/2006,19:56:20,40.1,-75.152,75,1016,53.1,12.5,46.87,186.63,181.55,540.79,905.32,0.2511,1.028,0.006,0.003,399,407.7,393.8,0.52,0.096,0,
8442,3/29/2006,19:56:30,40.1,-75.152,75,1015,53.13,12.5,46.83,186.65,181.69,542.13,914.33,0.2509,1.0272,0.004,0.002,399,407.9,393.6,0.53,0.09,0,
8442,3/29/2006,19:56:41,40.1,-75.152,75,1016,53.16,12.6,46.75,185.16,181.23,538.13,912.42,0.2525,1.0217,0.006,0.005,397.4,410.5,389.5,0.53,0.092,0,
8442,3/29/2006,20:37:45,40.1,-75.152,75,1015,60.12,13.1,14.79,91.92,106.81,463.89,871.27,0.1608,0.8606,0.078,0.017,403.4,407.5,401,0.55,0.098,0,
8442,3/29/2006,20:37:56,40.1,-75.152,75,1015,60.15,13.2,15.29,91.84,105.97,472.31,895.19,0.1665,0.8666,0.024,0.002,397,403.9,392.9,0.56,0.084,0,
8442,3/29/2006,20:38:07,40.1,-75.152,75,1015,60.18,13.2,15.45,91.72,105.91,472.15,894.91,0.1684,0.866,0.008,0.003,394.6,403.7,389.2,0.56,0.084,0,
8442,3/29/2006,20:38:18,40.1,-75.152,75,1015,60.21,13.3,15.46,91.77,106.15,471.74,887.59,0.1685,0.8645,0.001,0,394.2,404.1,388.3,0.55,0.088,0,
8442,3/29/2006,20:38:28,40.1,-75.152,75,1015,60.24,13.3,15.32,91.86,106.17,473.34,893.8,0.1668,0.8652,0.01,0.001,395.5,403.3,390.9,0.55,0.085,0,
8442,3/29/2006,20:38:39,40.1,-75.152,75,1015,60.28,13.4,15.36,91.17,105.66,471.71,893.69,0.1685,0.8629,0.006,0.004,393.3,404,386.9,0.56,0.085,0,
8442,1/16/2008,22:19:20,37.873,-122.259,95,1005,65.26,18.1,14.75,84.94,101.63,429.66,707.64,0.1736,0.8357,0.007,0.006,324.4,343.1,313.2,0.31,0.181,1,
8442,1/16/2008,22:19:58,37.873,-122.259,95,1005,65.33,18,14.37,84.8,100.57,428.59,703.57,0.1694,0.8432,0.006,0.005,327.1,338.7,320.2,0.31,0.183,1,
8442,1/16/2008,22:20:50,37.873,-122.259,95,1005,65.42,17.8,14.07,81.4,98.8,418.52,687.64,0.1729,0.8239,0.011,0.012,323,346.3,309.1,0.3,0.192,1,
8442,1/16/2008,22:21:39,37.873,-122.259,95,1005,65.5,17.7,13.45,80.35,96.09,410.47,674.3,0.1674,0.8362,0.002,0.002,326.6,339.2,319,0.3,0.199,1,
8442,1/16/2008,22:24:24,37.873,-122.259,95,1007,65.79,18.2,10.47,62.82,77.72,309.81,513.31,0.1666,0.8144,0.106,0.096,323.3,344.6,310.6,0.27,0.31,1,
8442,1/16/2008,22:24:48,37.873,-122.259,95,1008,65.83,18.4,12.11,74.65,90.1,386.82,633.61,0.1622,0.8285,0.005,0.003,326.5,337.3,320.1,0.29,0.222,1,
8442,1/16/2008,22:25:03,37.873,-122.259,95,1008,65.86,18.5,11.7,73.03,88.08,382.43,631.7,0.1603,0.8291,0.026,0.007,327.9,336.6,322.7,0.29,0.223,1,
8442,1/16/2008,22:25:19,37.873,-122.259,95,1008,65.89,18.6,10.93,67.75,83.22,344.75,568.03,0.1613,0.8141,0.014,0.012,326.6,343.1,316.7,0.28,0.267,1,
8442,1/16/2008,22:25:58,37.873,-122.259,95,1008,65.95,18.8,11.12,69.5,84.74,367.05,608.4,0.16,0.8202,0.018,0.006,326.8,339.2,319.3,0.29,0.238,1,
8442,1/16/2008,22:26:17,37.873,-122.259,95,1009,65.99,18.9,10.62,63.31,80.5,334.94,564.61,0.1678,0.7865,0.018,0.014,319.5,354.5,298.7,0.29,0.268,1,
8442,1/17/2008,20:46:57,37.873,-122.258,94,1009,58.98,18.6,68.82,235.31,223.35,558.66,962.08,0.2925,1.0535,0.005,0.002,311.9,328.3,302.1,0.48,0.066,2,
8442,1/17/2008,20:47:18,37.873,-122.258,94,1009,58.99,18.6,68.99,236.05,224.57,568.19,988.17,0.2923,1.0511,0.006,0.003,311.9,329.3,301.6,0.5,0.052,2,
8442,1/17/2008,20:47:36,37.873,-122.258,94,1008,59,18.6,68.85,236.12,224.56,570.41,993.64,0.2916,1.0515,0.002,0.001,312.3,329.1,302.3,0.5,0.049,2,
8442,1/17/2008,20:47:53,37.873,-122.258,94,1009,59,18.6,68.58,235.96,224.43,571.06,995.41,0.2907,1.0514,0.005,0.001,312.8,329,303.1,0.5,0.048,2,
8442,1/17/2008,20:48:15,37.873,-122.258,94,1009,59.01,18.5,68.71,236.7,224.76,570.38,994.25,0.2903,1.0531,0.001,0.001,312.9,328.1,303.8,0.5,0.049,2,
8442,1/17/2008,20:48:34,37.873,-122.258,94,1009,59.02,18.5,68.69,234.9,224.67,568.49,989.35,0.2924,1.0455,0.008,0.006,311.5,331.4,299.6,0.5,0.051,2,
8442,1/28/2008,21:59:44,37.873,-122.258,94,1008,60.58,17.5,31.34,135.11,138.9,313.58,643.3,0.2319,0.9727,0.004,0.004,335.4,345.8,329.3,0.58,0.259,3,
8442,1/28/2008,22:00:03,37.873,-122.258,94,1007,60.6,17.5,31.24,133.73,138.61,319.04,649.8,0.2336,0.9648,0.016,0.003,334,349.3,324.9,0.57,0.254,3,
8442,1/28/2008,22:00:18,37.873,-122.258,94,1007,60.62,17.5,31.05,133.55,138.28,318.04,654.4,0.2325,0.9658,0.015,0.002,334.6,348.5,326.3,0.58,0.251,3,
8442,1/28/2008,22:00:31,37.873,-122.258,94,1008,60.64,17.5,27.7,119.61,124.01,277.95,570.76,0.2316,0.9646,0.039,0.018,335,348.8,326.8,0.56,0.318,3,
8442,1/28/2008,22:00:48,37.873,-122.258,94,1007,60.67,17.5,28.21,121.55,126.03,288.74,590.21,0.2321,0.9645,0.009,0.006,334.4,348.6,326,0.56,0.301,3,
8442,2/6/2008,22:00:18,37.873,-122.258,94,1017,58.13,17.7,12.94,39.82,35.77,43.47,103.33,0.325,1.1132,0.015,0.016,300.7,310.7,294.8,0.46,1.246,4,chem 182 
8442,2/6/2008,22:01:43,37.873,-122.258,94,1016,58.26,17.4,11.51,33.94,32.02,38.83,92.76,0.3392,1.0599,0.013,0.017,291.8,333.2,267.1,0.44,1.298,4,spring 2008 data
8442,2/6/2008,22:03:30,37.873,-122.258,94,1016,58.42,17.3,6.14,19.37,17.49,20.8,49.44,0.3171,1.1071,0.013,0.004,302.5,310.2,297.9,0.33,1.622,4,
8442,2/6/2008,22:08:07,37.873,-122.258,94,1016,58.87,16.6,32.71,100.33,95.71,137.55,340.84,0.3261,1.0483,0.023,0.019,293.3,331.4,270.5,0.72,0.601,4,
8442,2/6/2008,22:08:29,37.873,-122.258,94,1016,58.91,16.6,37.03,117.51,108.88,162.32,400.88,0.3151,1.0792,0.003,0.003,299.1,317.1,288.3,0.74,0.516,4,
8442,2/6/2008,22:08:48,37.873,-122.258,94,1016,58.94,16.6,42.67,136.15,126.22,190.84,471.96,0.3134,1.0787,0.009,0.009,299.7,317,289.5,0.78,0.432,4,
8442,2/6/2008,22:13:39,37.873,-122.258,94,1018,59.42,17.9,22.16,67.65,67.78,93.67,225.71,0.3268,0.9984,0.115,0.023,287.7,347.6,251.9,0.59,0.802,4,
8442,2/6/2008,22:13:57,37.873,-122.258,94,1017,59.46,18,17.04,39.93,54.73,83.07,217.29,0.4272,0.7297,0.028,0.093,240.4,494.5,88.7,0.68,0.82,4,
8442,2/6/2008,22:15:31,37.873,-122.258,94,1018,59.62,18.3,0.52,2.49,1.87,6.55,16.1,0.215,1.3157,0.115,0.223,359,216.2,444.3,0.2,2.136,4,
8442,2/6/2008,22:15:49,37.873,-122.258,94,1019,59.65,18.4,22.25,80.13,72.06,104.08,255.61,0.2776,1.1121,0.008,0.003,314.1,294.3,325.8,0.63,0.733,4,
8442,2/6/2008,22:25:25,37.873,-122.258,94,1018,60.68,16.5,0.19,0.69,0.79,2.93,4.95,0.2659,0.9427,0.165,0.358,310.9,357.8,282.9,NaN  ,2.648,4,
8442,2/6/2008,22:26:40,37.873,-122.258,94,1018,60.82,16.8,40,145.9,140.69,245.57,610.7,0.2741,1.0371,0.015,0.008,304.3,312.9,299.1,0.8,0.281,4,
8442,2/6/2008,22:27:39,37.873,-122.258,94,1019,60.93,17.3,41.78,152.24,148.62,266.79,666.89,0.2744,1.0243,0.003,0.001,302.9,317.1,294.4,0.82,0.238,4,
8442,2/6/2008,22:28:04,37.873,-122.258,94,1018,60.98,17.5,33.98,122.54,120.76,207.67,517.21,0.2773,1.0147,0.011,0.006,300.7,320.8,288.7,0.76,0.361,4,
8442,2/6/2008,22:28:20,37.873,-122.258,94,1019,61.01,17.6,32.06,115.79,114.45,196.05,488.39,0.2769,1.0118,0.009,0.011,300.6,321.7,288,0.75,0.388,4,
8442,2/6/2008,22:28:40,37.873,-122.258,94,1019,61.04,17.8,31.65,115.58,113.67,192.77,481.05,0.2739,1.0168,0.008,0.007,302.1,319,291.9,0.75,0.395,4,
8442,2/6/2008,22:29:55,37.873,-122.258,94,1019,61.19,18.2,22.48,89.16,87,136.62,339.05,0.2522,1.0262,0.042,0.045,314.4,313.1,315.1,0.67,0.563,4,
8442,2/6/2008,22:30:21,37.873,-122.258,94,1019,61.24,18.3,25.64,91.83,93.36,150.97,380.18,0.2793,0.9836,0.02,0.019,296.8,331.4,276.1,0.71,0.506,4,
8442,2/6/2008,22:30:42,37.873,-122.258,94,1019,61.28,18.4,27.35,102.83,100.86,169.29,422.72,0.266,1.0195,0.005,0.004,304.5,314.9,298.3,0.72,0.455,4,
8442,2/6/2008,22:30:59,37.873,-122.258,94,1019,61.31,18.5,21.92,82.68,81.07,130.72,325.11,0.2651,1.0199,0.007,0.002,304.7,314.3,299,0.66,0.581,4,
8442,2/6/2008,22:31:17,37.873,-122.258,94,1018,61.34,18.5,18.4,69.72,69,110.3,274.41,0.2639,1.0107,0.027,0.021,305.1,318,297.4,0.63,0.662,4,
8442,2/6/2008,22:40:38,37.873,-122.258,94,1016,62.45,17.6,33.23,135.01,137.86,267.72,697.71,0.2461,0.9793,0.011,0.006,304.7,317.8,296.8,0.84,0.205,4,
8442,2/6/2008,22:40:59,37.873,-122.258,94,1016,62.49,17.5,33.63,136.24,139.42,273.82,712.92,0.2468,0.9772,0.003,0.003,303.8,318.2,295.2,0.84,0.195,4,
8442,2/6/2008,22:41:16,37.873,-122.258,94,1016,62.52,17.5,32.42,132.14,135.2,265.5,691.8,0.2454,0.9774,0.007,0.006,304.3,317.7,296.4,0.84,0.208,4,
8442,2/6/2008,22:41:42,37.873,-122.258,94,1016,62.58,17.5,33.76,137.22,141.29,277.82,726.11,0.2461,0.9712,0.003,0.004,303.3,319.7,293.5,0.85,0.186,4,
8442,2/6/2008,22:42:01,37.873,-122.258,94,1016,62.61,17.4,32.89,134.28,138.38,272.89,712.79,0.2449,0.9703,0.005,0.002,303.6,319.6,294.1,0.84,0.194,4,
8442,2/7/2008,21:31:30,37.873,-122.258,94,1015,55.53,19.1,92.22,235.68,198.18,213.5,605.39,0.3914,1.1892,0.023,0.011,288.1,304.1,278.5,1.12,0.333,5,
8442,2/7/2008,21:32:40,37.873,-122.258,94,1015,55.61,19.5,95.04,250.32,209.04,230.7,638.71,0.3797,1.1977,0.031,0.018,293.4,299.7,289.6,1.1,0.301,5,
8442,2/7/2008,21:32:59,37.873,-122.258,94,1015,55.63,19.6,105.04,269.18,227.97,254.3,717.45,0.3902,1.1808,0.007,0.005,287.9,306.9,276.5,1.16,0.236,5,
8442,2/7/2008,21:33:20,37.873,-122.258,94,1015,55.66,19.7,109.6,282.91,239.91,276.7,780.93,0.3874,1.1792,0.018,0.01,289.1,307.3,278.2,1.18,0.187,5,
8442,2/7/2008,21:33:41,37.873,-122.258,94,1015,55.68,19.8,110.31,285.62,241.1,281.09,787.87,0.3862,1.1846,0.003,0.003,289.5,304.7,280.4,1.17,0.182,5,
8442,2/7/2008,21:34:36,37.873,-122.258,94,1015,55.75,20.1,110.29,283.68,242.32,286.29,797.86,0.3888,1.1707,0.016,0.012,287.7,310.2,274.2,1.16,0.175,5,
8442,2/7/2008,21:35:03,37.873,-122.258,94,1016,55.78,20.3,104.38,276.23,232,271.13,751.53,0.3779,1.1907,0.017,0.002,292.9,301,288,1.14,0.209,5,
8442,2/7/2008,21:35:31,37.873,-122.258,94,1016,55.81,20.4,104.84,274.25,231.47,274.37,760.21,0.3823,1.1848,0.005,0.003,290.4,303.3,282.7,1.14,0.202,5,
8442,2/7/2008,21:35:49,37.873,-122.258,94,1016,55.83,20.5,106.97,276.34,236.25,282.48,785.7,0.3872,1.1697,0.014,0.01,287.8,309.7,274.7,1.15,0.183,5,
8442,2/7/2008,21:36:08,37.873,-122.258,94,1016,55.86,20.6,89.59,242,201.62,227.1,629.7,0.3703,1.2002,0.024,0.018,296.2,296.2,296.1,1.09,0.308,5,
8442,2/7/2008,21:37:41,37.873,-122.258,94,1017,55.97,20.9,109.25,286.44,242.88,293.53,800.68,0.3814,1.1793,0.001,0,289.5,304,280.8,1.12,0.172,5,
8442,2/7/2008,21:37:55,37.873,-122.258,94,1017,55.98,20.9,113.15,294.56,252.31,307.62,850.94,0.3842,1.1674,0.014,0.013,288,309.1,275.3,1.16,0.138,5,
8442,2/7/2008,21:38:12,37.873,-122.258,94,1017,56.01,20.9,118.66,310.34,264.61,328.01,902.62,0.3823,1.1728,0.007,0.006,288.7,306.5,278.1,1.16,0.105,5,
8442,2/7/2008,21:38:27,37.873,-122.258,94,1017,56.02,20.9,119.88,315.54,267.9,333.25,920.76,0.3799,1.1778,0.005,0.002,289.8,304.2,281.2,1.18,0.093,5,
8442,2/7/2008,21:38:43,37.873,-122.258,94,1017,56.04,21,119.77,317.17,268.88,333.26,908.64,0.3776,1.1796,0.004,0.002,290.8,303.2,283.4,1.15,0.101,5,
8442,2/7/2008,21:41:15,37.873,-122.258,94,1016,56.23,21.4,118.19,315.51,268.37,339.33,920.48,0.3746,1.1757,0.009,0.002,290.8,303.1,283.5,1.14,0.093,5,
8442,2/7/2008,21:41:37,37.873,-122.258,94,1016,56.26,21.5,118.31,316.08,269.21,345.27,937.8,0.3743,1.1741,0.001,0.002,290.7,303.5,283.1,1.15,0.083,5,
8442,2/7/2008,21:42:24,37.873,-122.258,94,1016,56.32,21.5,110.99,296.75,257.04,318.52,842.53,0.3746,1.155,0.061,0.042,290.1,311.3,277.4,1.08,0.142,5,
8442,2/7/2008,21:42:41,37.873,-122.258,94,1016,56.35,21.5,111.62,302.73,257.67,330.41,882.8,0.3687,1.1749,0.004,0.002,292.9,302.3,287.3,1.1,0.116,5,
8442,2/7/2008,21:42:58,37.873,-122.258,94,1016,56.37,21.6,112.56,302.7,258.97,336.27,900.47,0.3718,1.1689,0.006,0.003,291.1,304.7,282.9,1.11,0.105,5,
8442,2/7/2008,21:44:33,37.873,-122.258,94,1016,56.49,21.6,102.93,282.31,239.71,312.15,835.17,0.3646,1.1778,0.028,0.019,293.8,299.6,290.3,1.09,0.146,5,
8442,2/7/2008,21:44:49,37.873,-122.258,94,1015,56.51,21.6,108.74,290.71,250.73,317.12,848.94,0.3741,1.1594,0.009,0.005,288.8,307.5,277.6,1.09,0.137,5,
8442,2/7/2008,21:45:06,37.873,-122.258,94,1016,56.54,21.5,108.84,291.7,251.44,328.27,881.32,0.3732,1.1601,0.013,0.008,289,306.9,278.3,1.1,0.116,5,
8442,2/7/2008,21:45:20,37.873,-122.258,94,1015,56.55,21.5,105.12,281.28,243.35,307.87,822.83,0.3738,1.1559,0.019,0.011,288.6,308.6,276.6,1.08,0.154,5,
8442,2/7/2008,21:45:33,37.873,-122.258,94,1015,56.57,21.4,106.68,289.23,248.11,325.19,867.35,0.3688,1.1657,0.006,0.005,291,304.1,283.1,1.09,0.125,5,
8442,2/7/2008,21:46:45,37.873,-122.258,94,1016,56.67,21.3,67.21,201.52,168.72,191.18,503.12,0.3342,1.1972,0.135,0.058,308.8,289.6,320.2,0.93,0.425,5,
8442,2/7/2008,21:47:51,37.873,-122.258,94,1015,56.76,21.4,107.14,292.21,253.08,335.52,898.45,0.3668,1.1545,0.021,0.014,290.4,307.1,280.4,1.1,0.105,5,
8442,2/7/2008,21:48:10,37.873,-122.258,94,1015,56.78,21.5,107.11,288.16,252.99,329.99,876.85,0.3717,1.1391,0.008,0.025,287.7,313.7,272.2,1.08,0.118,5,
8442,2/7/2008,21:48:29,37.873,-122.258,94,1015,56.81,21.6,77.1,216.71,188.56,221.01,597.5,0.3558,1.1502,0.03,0.035,295.7,308.5,288.1,1.01,0.329,5,
8442,2/7/2008,21:48:55,37.873,-122.258,94,1015,56.85,21.6,107.13,295.06,253.7,336.11,901.57,0.3631,1.163,0.003,0.001,291.6,302.5,285.1,1.1,0.103,5,
8442,2/7/2008,21:49:41,37.873,-122.258,94,1015,56.91,21.7,106.45,291.1,251.78,333.78,877.09,0.3657,1.1562,0.007,0.006,289.7,304.9,280.7,1.06,0.118,5,
8442,2/7/2008,21:51:01,37.873,-122.258,94,1016,57.02,21.9,99.57,276.77,238.4,315.5,829.98,0.3598,1.161,0.007,0.003,291.8,301.6,285.9,1.04,0.147,5,
8442,2/7/2008,21:51:47,37.873,-122.258,94,1016,57.09,22.1,81.96,237.03,200.45,248,662.19,0.3458,1.1823,0.011,0.022,298.7,291.8,302.8,1.01,0.27,5,
8442,2/7/2008,21:52:05,37.873,-122.258,94,1016,57.11,22.1,96.91,258.59,229.85,299.09,801.57,0.3748,1.1251,0.015,0.015,283.3,316.4,263.6,1.06,0.166,5,
8442,2/7/2008,21:52:24,37.873,-122.258,94,1016,57.14,22.2,91.78,254.18,220.78,282.05,749.75,0.3611,1.1513,0.009,0.012,290.1,304.5,281.4,1.03,0.202,5,
8442,2/7/2008,21:52:40,37.873,-122.258,94,1016,57.16,22.3,93.34,259.19,224.78,299.82,793.2,0.3601,1.1531,0.006,0.004,290.4,303.5,282.5,1.04,0.171,5,
8442,2/7/2008,21:52:55,37.873,-122.258,94,1016,57.19,22.4,93.32,258.16,223.99,297.8,782.82,0.3615,1.1526,0.013,0.01,289.5,303.5,281.1,1.02,0.178,5,
8442,2/7/2008,21:56:03,37.873,-122.258,94,1016,57.46,22.7,92.56,258.68,226.68,308.26,825.87,0.3578,1.1411,0.007,0.006,289,305.7,279.1,1.06,0.148,5,
8442,2/7/2008,21:56:43,37.873,-122.258,94,1015,57.52,22.6,84.65,243.13,209.51,281.37,754.75,0.3482,1.1605,0.01,0.005,293.6,296.8,291.7,1.04,0.196,5,
8442,2/7/2008,21:56:58,37.873,-122.258,94,1015,57.54,22.6,87.46,248.33,217.11,289.73,773.93,0.3522,1.1438,0.006,0.003,291.3,303.7,283.8,1.03,0.183,5,
8442,2/7/2008,21:57:14,37.873,-122.258,94,1016,57.57,22.6,72.26,211.21,182.3,219.1,586.64,0.3426,1.1593,0.068,0.047,296.1,296.7,295.8,0.97,0.332,5,
8442,2/7/2008,21:57:30,37.873,-122.258,94,1016,57.59,22.7,86.2,243.24,213.97,285.19,768.62,0.3544,1.1368,0.004,0.002,289.7,306.2,279.8,1.05,0.186,5,
8442,2/7/2008,21:59:11,37.873,-122.258,94,1016,57.74,22.8,71.69,219.55,197.44,251.33,639.57,0.3272,1.1148,0.081,0.073,303,314.2,296.3,0.91,0.284,5,
8442,2/7/2008,21:59:33,37.873,-122.258,94,1016,57.78,22.9,87.23,245.87,219.62,290.59,789.04,0.3549,1.1195,0.017,0.014,287.8,311.8,273.5,1.06,0.171,5,
8442,2/7/2008,22:00:27,37.873,-122.258,94,1015,57.85,23,82.77,235.21,209.2,279.34,766.97,0.3519,1.1244,0.015,0.01,288.7,309,276.6,1.07,0.186,5,
8442,2/7/2008,22:00:49,37.873,-122.258,94,1015,57.88,23,82.31,233.26,209.51,278.38,765.77,0.353,1.1134,0.02,0.02,287.9,313.4,272.6,1.07,0.187,5,
8442,2/7/2008,22:01:08,37.873,-122.258,94,1015,57.91,23,87.24,251.77,222.24,299.85,816.75,0.3465,1.1329,0.012,0.009,291,304.6,282.9,1.07,0.152,5,
8442,2/7/2008,22:01:30,37.873,-122.258,94,1015,57.95,23,87.29,251.24,222.47,300.76,826.11,0.3475,1.1293,0.004,0.003,290.2,305.8,280.9,1.08,0.146,5,
8442,2/7/2008,22:01:46,37.873,-122.258,94,1015,57.97,23.1,88.6,257.03,226.88,307.3,837.08,0.3447,1.1329,0.005,0.003,291.5,303.9,284,1.07,0.139,5,
8442,2/7/2008,22:02:09,37.873,-122.258,94,1015,58.01,23.1,87.1,250.51,223.81,297.59,816.14,0.3478,1.1193,0.026,0.011,289.5,309.5,277.6,1.07,0.152,5,
8442,2/7/2008,22:02:20,37.873,-122.258,94,1015,58.02,23.1,88.14,255.37,225.96,307.85,841.57,0.3451,1.1301,0.006,0.004,290.8,304.6,282.5,1.08,0.136,5,
8442,2/7/2008,22:03:46,37.873,-122.258,94,1015,58.16,23.1,80.69,235.24,208.55,284.07,778.16,0.343,1.128,0.012,0.004,290.7,304.1,282.7,1.06,0.177,5,
8442,2/7/2008,22:04:11,37.873,-122.258,94,1015,58.2,23,75.73,215.36,198.1,249.05,675.06,0.3517,1.0872,0.022,0.023,285.7,321.6,264.4,1.01,0.252,5,
8442,2/7/2008,22:04:28,37.873,-122.258,94,1015,58.23,22.9,74.04,216.21,192.16,253.72,695.49,0.3425,1.1251,0.006,0.002,290.4,304.6,281.9,1.03,0.236,5,
8442,2/7/2008,22:04:52,37.873,-122.258,94,1015,58.26,22.8,79.62,233.2,207.08,281.81,779.32,0.3414,1.1262,0.002,0.001,290.6,303.7,282.7,1.07,0.175,5,
8442,2/7/2008,22:05:11,37.873,-122.258,94,1015,58.3,22.6,81.04,240.6,212.71,289.96,799.25,0.3368,1.1311,0.003,0.002,292.8,301.3,287.7,1.07,0.162,5,
8442,2/7/2008,22:06:56,37.873,-122.258,94,1015,58.47,22,75.37,224.36,200.88,271.18,744.62,0.336,1.1169,0.028,0.005,291.7,305.6,283.4,1.04,0.198,5,
8442,2/7/2008,22:07:16,37.873,-122.258,94,1015,58.5,22,79.24,231.48,208.4,281.48,777.74,0.3424,1.1107,0.013,0.012,288,307.9,276.1,1.06,0.175,5,
8442,2/7/2008,22:07:40,37.873,-122.258,94,1015,58.54,22,79.8,235.22,211.22,286.94,793.49,0.3393,1.1136,0.005,0.003,289.3,306.2,279.1,1.06,0.165,5,
8442,2/7/2008,22:08:03,37.873,-122.258,94,1015,58.57,22,78.86,234.71,210.04,288.97,798.11,0.336,1.1175,0.007,0.004,290.7,304.1,282.6,1.06,0.161,5,
8442,2/7/2008,22:08:22,37.873,-122.258,94,1015,58.61,22,79.13,237.52,212.51,293.52,806.74,0.3332,1.1176,0.01,0.002,291.9,303.7,284.8,1.06,0.156,5,
8442,2/7/2008,22:10:41,37.873,-122.258,94,1016,58.84,22.3,73.97,228.49,204.67,279.99,777.76,0.3238,1.1164,0.029,0.005,294.9,301.7,290.8,1.06,0.173,5,
8442,2/7/2008,22:11:07,37.873,-122.258,94,1016,58.88,22.3,72.02,216.51,196.48,259.09,725,0.3326,1.102,0.009,0.005,289.6,307.4,279.1,1.05,0.21,5,
8442,2/7/2008,22:11:26,37.873,-122.258,94,1015,58.91,22.4,69.88,212.89,191.8,257.84,723.47,0.3282,1.1099,0.008,0.003,291.8,303.7,284.6,1.05,0.211,5,
