Current calibration constants S/N:08442,,,,,,,,,,,,,,,,,,,,,,
A1=2.945E+00,A2=1.097E+00,B1=1.024E-01,B2=9.330E-02,L1=7.206E-01,L2=8.826E-01,OC=0.000,,,,,,,,,,,,,,,,,
C1=1.154E-04, C2=2.719E-04, C3=7.129E-04, C4=6.104E-03, C5=7.027E-03,,,,,,,,,,,,,,,,,,
LNV04=7.215E+00, LNV05=6.931E+00, K=7.847E-01, B=5.945E-01, C=1.16,,,,,,,,,,,,,,,,,,,
POFFS=-1.079E+01, PSCALE=2.289E+01,,,,,,,,,,,,,,,,,,,,,,
REC#0210,,,,,,,,,,,,,,,,,,,,,,,
FIELDS:,,,,,,,,,,,,,,,,,,,,,,,
SN,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,TEMP,SIG305,SIG312,SIG320,SIG936,SIG1020,R305_312,R312_320,STD305_312,STD312_320,OZ305_312,OZ312_320,OZONE,WATER,AOT1020,ID
08442,02/07/2019,21:52:53,37.867,-122.267,   95,1014,57.08, 18.2,  68.47, 233.25, 223.90, 415.52, 872.46,0.2935,1.0420,0.027,0.018,327.2,334.6,322.8, 0.81, 0.093,29
08442,02/07/2019,21:53:05,37.867,-122.267,   95,1014,57.09, 18.2,  68.67, 229.62, 224.34, 425.80, 900.11,0.2991,1.0235,0.010,0.010,323.5,343.3,311.8, 0.83, 0.076,29
08442,02/07/2019,21:53:20,37.867,-122.267,   95,1014,57.12, 18.4,  66.33, 227.75, 219.77, 408.32, 858.97,0.2913,1.0363,0.028,0.025,328.2,336.8,323.1, 0.81, 0.101,29
08442,02/07/2019,21:54:52,37.867,-122.267,   95,1013,57.25, 19.0,  58.18, 199.87, 194.91, 372.95, 798.48,0.2910,1.0255,0.043,0.007,327.2,340.7,319.1, 0.82, 0.140,30
08442,02/07/2019,21:55:06,37.867,-122.267,   95,1014,57.27, 19.1,  58.41, 203.07, 193.63, 372.80, 797.75,0.2877,1.0488,0.029,0.009,329.1,329.2,329.0, 0.81, 0.141,30
08442,02/07/2019,21:55:40,37.867,-122.267,   95,1014,57.32, 19.3,  54.71, 185.32, 181.26, 341.59, 736.44,0.2953,1.0226,0.016,0.022,323.7,341.2,313.4, 0.81, 0.184,30
08442,02/07/2019,21:55:55,37.867,-122.267,   95,1013,57.34, 19.4,  46.21, 171.09, 157.43, 306.00, 659.59,0.2711,1.0855,0.058,0.034,339.4,311.4,356.0, 0.78, 0.243,30
08442,02/07/2019,21:56:07,37.867,-122.267,   95,1014,57.36, 19.5,  44.59, 157.79, 151.65, 283.03, 600.36,0.2827,1.0405,0.071,0.016,331.4,332.1,331.0, 0.74, 0.294,30
08442,02/07/2019,21:58:17,37.867,-122.267,   95,1014,57.56, 19.9,  62.92, 220.10, 217.87, 431.94, 929.89,0.2859,1.0102,0.057,0.006,327.4,344.5,317.3, 0.85, 0.057,31
08442,02/07/2019,21:59:35,37.867,-122.267,   95,1013,57.68, 19.7,  62.57, 214.77, 211.57, 426.58, 927.32,0.2913,1.0151,0.006,0.002,322.9,340.8,312.2, 0.86, 0.058,31
08442,02/07/2019,21:59:48,37.867,-122.267,   95,1013,57.70, 19.6,  61.43, 209.85, 208.41, 426.87, 943.51,0.2927,1.0069,0.006,0.007,321.8,344.6,308.2, 0.89, 0.049,31
08442,02/07/2019,22:00:02,37.867,-122.267,   95,1012,57.70, 19.6,  61.83, 211.25, 209.81, 423.21, 919.26,0.2927,1.0069,0.008,0.007,321.8,344.6,308.2, 0.86, 0.063,31
08442,02/07/2019,22:00:14,37.867,-122.267,   95,1012,57.72, 19.5,  60.44, 207.04, 205.66, 414.12, 891.56,0.2920,1.0067,0.009,0.011,322.0,344.4,308.8, 0.84, 0.079,31
08442,02/07/2019,22:00:26,37.867,-122.267,   95,1012,57.74, 19.5,  61.31, 208.85, 207.75, 422.90, 914.36,0.2935,1.0053,0.003,0.006,320.9,344.9,306.6, 0.85, 0.066,31
08442,02/07/2019,22:01:32,37.867,-122.267,   95,1012,57.84, 19.3,  58.45, 200.82, 200.27, 423.96, 935.66,0.2910,1.0027,0.005,0.008,321.4,345.0,307.5, 0.88, 0.053,32
08442,02/07/2019,22:01:47,37.867,-122.267,   95,1012,57.87, 19.2,  58.47, 203.23, 201.81, 424.11, 934.00,0.2877,1.0070,0.004,0.001,323.3,342.6,311.9, 0.88, 0.054,32
08442,02/07/2019,22:02:01,37.867,-122.267,   95,1012,57.89, 19.2,  57.47, 200.98, 199.09, 420.59, 923.85,0.2859,1.0095,0.011,0.007,324.2,341.1,314.2, 0.87, 0.060,32
08442,02/07/2019,22:02:13,37.867,-122.267,   95,1012,57.91, 19.3,  57.62, 201.05, 199.55, 423.36, 937.24,0.2866,1.0075,0.007,0.004,323.6,341.9,312.8, 0.88, 0.052,32
08442,02/07/2019,22:02:26,37.867,-122.267,   95,1012,57.93, 19.3,  58.37, 202.39, 201.99, 426.00, 941.31,0.2884,1.0020,0.006,0.006,322.3,344.3,309.2, 0.88, 0.050,32
08442,02/07/2019,22:02:43,37.867,-122.267,   95,1012,57.96, 19.3,  51.59, 179.45, 178.61, 392.95, 869.76,0.2875,1.0047,0.005,0.005,322.6,342.7,310.7, 0.86, 0.092,32
08442,02/07/2019,22:03:14,37.867,-122.267,   95,1012,58.00, 19.4,  54.11, 191.46, 188.66, 405.77, 901.18,0.2826,1.0148,0.007,0.002,325.2,337.3,318.1, 0.88, 0.073,32
08442,02/07/2019,22:03:29,37.867,-122.267,   95,1013,58.03, 19.5,  55.06, 192.00, 191.94, 421.41, 936.21,0.2868,1.0003,0.004,0.003,322.3,343.9,309.5, 0.88, 0.053,32
08442,02/07/2019,22:08:01,37.867,-122.267,   95,1011,58.47, 18.9,  47.10, 159.91, 170.38, 390.99, 904.01,0.2946,0.9386,0.016,0.024,313.3,369.5,279.9, 0.92, 0.070,33
08442,02/07/2019,22:08:20,37.867,-122.267,   95,1011,58.50, 18.9,  46.41, 156.63, 164.69, 380.81, 898.21,0.2963,0.9511,0.015,0.006,311.9,362.8,281.7, 0.95, 0.074,33
08442,02/07/2019,22:08:32,37.867,-122.267,   95,1011,58.52, 18.8,  51.20, 175.82, 159.89, 349.42, 855.66,0.2912,1.0997,0.006,0.009,314.8,292.8,327.9, 0.99, 0.099,33
08442,02/07/2019,22:08:45,37.867,-122.267,   95,1011,58.54, 18.8,  45.15, 162.28, 153.65, 310.17, 728.49,0.2782,1.0562,0.009,0.007,322.8,311.9,329.2, 0.89, 0.183,33
08442,02/07/2019,22:09:02,37.867,-122.267,   95,1011,58.57, 18.7,  38.28, 138.88, 129.52, 301.88, 743.55,0.2756,1.0723,0.013,0.016,324.2,304.4,336.0, 0.96, 0.172,33
08442,02/07/2019,22:09:13,37.867,-122.267,   95,1011,58.59, 18.7,  29.64, 102.83,  93.78, 220.68, 535.65,0.2883,1.0967,0.011,0.006,316.0,293.4,329.4, 0.87, 0.344,33
08442,02/07/2019,22:10:01,37.867,-122.267,   95,1010,58.67, 18.4,  27.26,  99.52, 102.06, 216.04, 428.37,0.2739,0.9753,0.007,0.038,324.4,348.7,309.9, 0.57, 0.459,33
